ID;Name;Beschreibung;typ;Fachrichtung;Wahlmodule;Lehrjahr;Datum ;Handlungsziele
346;Cloud Lösungen konzipieren und realisieren;Beurteilt die Eignung von Cloud Services hinsichtlich der betrieblichen Anforderung. Entwickelt ein technisches Konzept und realisiert die gewählte Lösung.;BFS;Appli, Plattform;false;2;Q6;1 1.1 Kennt die Definition und die Vorteile von Cloud Computing (On-Demand Delivery, On-Demand Pricing, Dynamische Skalierung und die Globale Infrastruktur der Hyperscaler). 1.2 Kennt die Cloud Service- (IaaS, PaaS, SaaS) und Betriebsmodelle (On-Premise, hybrid Cloud und Cloud-Native) und deren Unterschiede. 1.3 Kennt Computer-Optionen und deren Unterschiede und Anwendungszwecke (virtuelle Maschinen, Container und Serverless). 1.4 Kennt Cloud Services, um die drei Hauptdatentypen (Strukturierte, teilweise strukturierte und unstrukturierte Daten) zu speichern. 1.5 Kennt die Verteilung der Verantwortlichkeiten für den sicheren Betrieb von Cloud Services und die grundlegenden Richtlinien und Datenschutzgarantien der grossen Cloud Provider. 1.6 Kennt das grundlegende Netzwerkkonzept einer Cloud (Virtuelle Private Cloud, Anbindungsmöglichkeiten, Routing, Netzwerksicherheit) und dessen Funktionsweise. 1.7 Kennt Infrastruktur, Best Practices und weitere Informationsquellen von Hyperscaler (z.B. Referenzarchitekturen und Security Dokumentationen). 2 2.1 Kennt Kostenmodelle und das Vorgehen für einfache Kostenanalysen anhand von Beispielen. 2.2 Kennt die Grundsätze für Cloudmigrationen (z.B. Lift-and-Shift und Lift-andReshape). 3 3.1 Kennt die Begriffe Verfügbarkeit, Datensicherheit und –resilienz und die Art und Weise, wie deren Anforderungen mit Hochverfügbarkeit, Disaster Recovery und Backup adressiert werden. 3.2 Kennt die Schritte für die Entwicklung einer einfachen Gesamtarchitektur und definiert die dafür relevanten Cloud Services. 3.3 Kennt ein Testkonzept zur Überprüfung der Funktionalität, Performance und Sicherheit von Systemen und Diensten. 4 4.1 Kennt die Implementationsmöglichkeiten der ausgewählten Dienste in der Cloud (gemäss technischem Konzept)
322;Benutzerschnittstellen entwerfen und implementieren;Entwirft und implementiert Benutzerschnittstellen für eine Applikation. Beachtet dabei Standards und ergonomische Anforderungen.;BFS;Appli;false;2;Q6;1 1.1 Kennt Prozesse (z.B. DesignThinking, UCD) und Methoden (z.B. Beobachtung, Interview, Fokus-gruppe, Loganalyse) zur Erhebung und Dokumentation (z.B. Persona, Userstory, Storyboard, Cardsort) von Benutzereigenschaften, Nutzungsumfeld und Aufgabe (Information und Funktion). 2 2.1 Kennt Regeln für die Gestaltung einer Benutzerschnittstelle (z.B. Gestalt-Gesetze, Styleguide) sowie Methoden, um diese nach ergonomischen Kriterien (z.B. BestPractices, ISO 9241/16982/25010) aufzubauen. 2.2 Kennt Möglichkeiten zum effizienten iterativen Entwurf von Benutzerschnittstellen (z.B. Wireframe, PaperPrototype). 2.3 Kennt Interaktionselemente und entsprechende Konventionen für die Gestaltung von Benutzerschnittstellen (z.B. Menu-Darstellung, Navigation, Interaktion, Orientierung, Ordnung, Benennung). 2.4 Kennt Regeln zum Aufzeigen der Pflichtfelder und Vorgabe von erwarteten Eingabeformaten. 2.5 Kennt Möglichkeiten zur gezielten Integration von Hilfefunktionen und Feedbackinformationen in einer Benutzerschnittstelle. 3 3.1 Kennt Komponenten (Widgets/Controls) zur Umsetzung der Informationsund Interaktionselemente von Benutzerschnittstellen. 3.2 Kennt Kriterien, um schwierige Teile der Benutzerschnittstelle bezüglich Benutzerfreundlichkeit und Machbarkeit zu identifizieren und zu analysieren/testen (z.B. clickable Prototype) 4 4.1 Kennt Methoden zum effizienten Testen von Benutzerschnittstellen bezüglich Benutzerfreundlichkeit (z.B. Walkthrough, Expertreview, A/B, Usabilitytest). 4.2 Kennt Metriken zur Beurteilung von Benutzerschnittstellen bezüglich Benutzerfreundlichkeit (z.B. SUS, HEART, Logfile, Umfrage) 5 5.1 Kennt die wichtigsten Anforderungen an eine barrierefreie Benutzerschnittstelle (z.B. WCAG, WAI-Aria). 5.2 Kennt Methoden zum Testen von Benutzerschnittstellen bezüglich Barrierefreiheit (z.B. Screen-Reader, Checklisten)
165;NoSQL-Datenbanken einsetzen;Wählt einen geeigneten digitalen Datenspeicher, wenn ein relationales Datenbankmanagementsystem nicht eingesetzt werden soll oder kann. Implementiert eine Datenbank auf einem NoSQL (Not only SQL) Datenbankmanagementsystem, importiert Daten und verwaltet diese.;BFS;Appli;false;2;Q7;1 1.1 Kennt Einsatzzwecke von NoSQL-Datenbanken (z.B. Caching, Datenanalyse, Datawarehouse, FullText Search, Netzwerke, Testing). 1.2 Kennt das CAP-Theorem (Conistency, Availability, Partition tolerance), wonach verteilte Datenbanksysteme charakterisiert werden. 1.3 Kennt das BASE Konsistenzmodell und die Unterschiede zum ACID-Modell der relationalen Datenbanksysteme. 1.4 Kennt unterschiedliche Indexing Strukturen, welche in NoSQL-Datenbanken zur Anwendung kommen. 2 2.1 Kennt Elemente eines NoSQL-Datenbankmanagementsystems (DBMS) zur Umsetzung eines Datenmodells in ein physisches Datenbankschema. 2.2 Kennt Befehle einer Datendefinitionssprache (DDL) zur Implementierung des Datenmodells in einem physischen Datenbankschema einer NoSQL-Datenbank. 2.3 Kennt Befehle einer Datenbearbeitungssprache (DML) zum Hinzufügen einzelner oder mehrerer Datensätze in die NoSQL-Datenbank (über Konsole, aus bestehenden Datensätzen, über DBMS-Frontend-Tools). 3 3.1 Kennt Befehle einer Datenkontrollsprache (DCL), um Benutzer und/oder Rollen zu verwalten. 3.2 Kennt Befehle einer Datenkontrollsprache (DCL), um Zugriffsberechtigungen an Benutzer und/oder Rollen zuzuweisen und zu verwalten. 4 4.1 Kennt Befehle eines NoSQL-Datenbankmanagementsystems (DBMS) zur Sicherung einer Datenbank (Daten und Datenbankschema) im ruhenden und laufenden Betrieb. 4.2 Kennt Befehle eines NoSQL-Datenbankmanagementsystems (DBMS) zur Wiederherstellung einer Datenbank (Daten und Datenbankschema) oder Teile davon. 5 5.1 Kennt Unterschiede zwischen verschiedenen Replikationsarten: Multimaster, Master-Slave, Aktiv-Passiv und horizontale Skalierung. 5.2 Kennt Befehle eines NoSQL-Datenbankmanagementsystems zur Verwaltung der Replikation. 6 6.1 Kennt Schnittstellen eines NoSQL-Datenbankmanagementsystems zur Anwendung aus einer Applikation. Modulnummer 165 Titel NoSQL-Datenbanken einsetzen Kompetenz Wählt einen geeigneten digitalen Datenspeicher, wenn ein relationales Datenbankmanagementsystem nicht eingesetzt werden soll oder kann.Implementiert eine Datenbank auf einem NoSQL (Not only SQL) Datenbankmanagementsystem, importiert Daten und verwaltet diese. Handlungsziele und handlungsnotwendige Kenntnisse Handlungsnotwendige Kenntnisse © ICT-Berufsbildung Schweiz 13.08.2021 Seite 3 von 3 6.2 Kennt den Unterschied zwischen Queries und Projections bei Abfragen von NoSQL-Datenbanken. 6.3 Kennt den MapReduce Algorithmus zur parallelen Verarbeitung in grossen Datenbeständen einer NoSQL-Datenbank
347;Dienst mit Container anwenden;Erkennt Unterschiede der Containeranwendungsmöglichkeiten im eigenen beruflichen Alltag. Entwickelt mittels einer geeigneten Containerkomposition eine ICT-Lösung für den eigenen Betrieb oder für das betriebliche Umfeld.;BFS;Appli;false;2;Q7;1 1.1 Kennt die wichtigsten Grundlagen, Eigenschaften und Methoden von Container-Technologien (z.B. Verfügbarkeit/Redundanz, Idempotenz, Sicherheit, Ressourcen, Wartbarkeit) sowie deren Auswirkungen auf den beruflichen Alltag. 1.2 Kennt die Anforderungen des Betriebes auf Bandbreite, Hardware (CPU, RAM, etc.), Instanzen, Skalierbarkeit in Bezug auf Containerisierung. 2 2.1 Kennt Architekturformen (z.B. Aufteilung der Dienste auf Container) und deren Aufbau, Konzept und Unterschiede für den Einsatz von Containerlösungen. 2.2 Kennt die Chancen und Risiken im Umgang mit Containerisierung bezüglich Entwicklung und Betrieb von Diensten und Applikationen. 2.3 Kennt die Anforderungen von Netzwerk, Security etc. in Bezug auf Containerisierung. 2.4 Kennt die Anwendungsmöglichkeiten von Containern, deren Kompositionen und deren Services. 3 3.1 Kennt die unterschiedlichen Orchestration Frameworks und Tools (z.B. Docker, Kubernetes) zum Betrieb von Containerplattformen. 3.2 Kennt globale Anbieter von Containerrepositories und -Plattformen, die Preisunterschiede und die Providerspezifischen Vor- und Nachteile (z.B. Docker-Hub, Azure, AWS etc.). 4 4.1 Kennt die Einsatzmöglichkeiten und Vorteile einer containerbasierten Architektur oder Dienstes bezüglich der Bedürfnisse der eigenen Unternehmung. 4.2 Kennt Konfigurations- und Sicherheitskonzepte einer Container-Komposition. 4.3 Kennt die Entwicklungsschritte zur Virtualisierung einer Applikation oder Dienstes mit Con-tainern. 5 5.1 Kennt Methoden zur Umsetzung, Qualitätssicherung und Qualitätskontrolle von containerisierten Architekturen. 5.2 Kennt Methoden zur Qualitätskontrolle im Einsatz von mehreren Containern (Kompositionen) innerhalb deren Abgrenzung. 5.3 Kennt Methoden zur Beweisführung der Tes
254;Geschäftsprozesse im eigenen Berufsumfeld beschreiben;Dokumentiert Geschäftsprozesse, führt eine Aufgabenanalyse durch und stellt Prozessabläufe grafisch dar.;BFS;Appli, Plattform, EDB;false;2;Q8;1 1.1 Kennt den Unterschied zwischen der Ablauf- und der Aufbauorganisation einer Unternehmung. 1.2 Kennt die relevanten Elemente einer Unternehmensorganisation, welche die Zuständigkeiten und Verantwortungen in einem Geschäftsprozess beschreiben. 1.3 Kennt die Grundelemente Objekt und Verrichtung zur Beschreibung eines Geschäftsprozesses. 1.4 Kennt die wesentlichen Elemente zur Darstellung eines Geschäftsprozesses. 1.5 Kennt die relevanten Informationen zur Definition eines Geschäftsprozesses und dessen Abgrenzung zu anderen Geschäftsprozessen. 1.6 Kennt typische Merkmale von auslösenden Ereignissen und Ergebnissen in einem Geschäftsprozess. 2 2.1 Kennt eine Möglichkeit, Folgebeziehungen und deren Sachverhalt visuell darzustellen. 2.2 Kennt eine Darstellungstechnik (z.B. UML Anwendungsfalldiagramm, Aktivitätsdiagramm) zur Modellierung eines Prozessablaufs. 3 3.1 Kennt prozessunterstützende Mittel und Ressourcen sowie deren Anwendung (z.B. Checkliste, Workflow-Managementsoftware). 3.2 Kennt Anforderungen an Informationen und deren Darstellung zur Übergabe an nachfolgende Prozessschritte. 4 4.1 Kennt Möglichkeiten, wie Geschäftsprozesse (lösungsneutrale Prozessbeschreibungen) in technische und organisatorische Abläufe aufgeteilt werden können. 4.2 Kennt Möglichkeiten, um ein Anwendungssystem in organisatorische Systeme und technische Systeme aufzuteilen. 4.3 Kennt die dadurch neu entstehenden Schnittstellen und deren Zuordnung zu den Teilsystemen.
426;Software mit agilen Methoden entwickeln;Agile Methoden zur Softwareentwicklung in Release-Zyklen anwenden.;BFS;Appli;false;2;Q8;1 1.1 Kennt eine agile Methode zur Softwareentwicklung. 1.2 Kennt Inhalt und Aufbau einer User-Story. 1.3 Kennt Werte und Prinzipien von agilen Methoden. 1.4 Kennt die Abgrenzung von agilen und linearen Methoden. 2 2.1 Kennt den Ablauf und die Bestandteile eines Releasezyklus. 2.2 Kennt den Aufbau und Inhalt einer Releasepräsentation. 2.3 Kennt die Bedeutung von lauffähigen Softwarereleases. 2.4 Kennt Praktiken (best practices) der agilen Softwareentwicklung wie z.B. einfaches Design, Metapher, Refactoring, Testdriven Design, Continuous Integration, Pair Programming, Coding Standards. 2.5 Kennt auf die agile Entwicklung zugeschnittene Tools für Unit-Tests, System-Build und -integration, Akzeptanztest, usw. 3 3.1 Kennt die Bedeutung und den Aufbau relevanter Entwurfsmuster. 3.2 Erkennt den Nutzen der Wiederverwendung bestehender Softwarekomponenten. 3.3 Kenn ein Vorgehen zur Evaluation von Softwarekomponenten um Problemstellungen zu lösen. 4 4.1 Kennt ein Vorgehen um die Ergebnisse eines Releasezyklus zu reflektieren. 4.2 Kennt Möglichkeiten um das eigene Arbeitsvorgehen im Releasezyklus zu reflektieren. 4.3 Kennt Möglichkeiten um das weitere Vorgehen aufgrund der Reflektion zu optimieren (SCRUM, ceremony, product backlog issues). 5 5.1 Kennt Vorteile und Nutzen eines gemeinsam genutzten Versionsverwaltungssystems. 5.2 Kennt die Funktionalitäten und die Bedienung eines Versionsverwaltungssystems, sowie die Möglichkeiten unterschiedliche Objekte einzupflegen. 5.3 Kennt die Unterschiede zwischen Versionsverwaltungssystemen mit exklusivem und parallelem Zugriff. 6 6.1 Kennt die Konzepte, Regeln und Verfahren von Clean Code. 6.2 Kennt die Wichtigkeit des Refactoring zur Verbesserung der intuitiven Lesbarkeit von Programmquelltext.
323;Funktional Programmieren;Algorithmen und Teile von Applikationen deklarativ beschreiben und funktional implementieren.;BFS;Appli;false;3;Q9;1 1.1 Kennt den Unterschied zwischen imperativer und deklarativer/funktionaler Programmierung (deklaratives Programmierparadigma). 1.2 Kennt Vorgehensweisen zur deklarativen Beschreibung von Problemen und Endzuständen. 1.3 Kennt Vor- und Nachteile funktionaler Programmierung. 1.4 Kennt die Begriffe aus dem funktionalen Programmieren (z.B. Pure-Function, Immutable Data, Lambda-Expression, Function, Closure, Callback, Functor) und versteht diese, um sie korrekt anzuwenden. 1.5 Kennt Möglichkeiten zur Erarbeitung eines für die funktionale Programmierung geeigneten Realisierungskonzeptes. 2 2.1 Kann funktionalen Code lesen, verstehen, warten und erweitern. 2.2 Kennt funktionale Programmierkonzepte (z.B. Filter-Map-Reduce) und passende Entwurfsmuster (z.B. Builder-Pattern) 2.3 Kennt Wege um funktionalen Code verteilt, parallel und nebenläufig auszuführen. 3 3.1 Kennt Mittel um Programmteile daraufhin zu untersuchen, ob diese durch funktionale Implementierung optimiert oder verbessert werden können. 3.2 Kennt die funktionalen Elemente einer Programmiersprache und kann so Applikationen mit imperativen und deklarativen Programmierparadigma entwickeln. 4 4.1 Kennt Mittel, um funktional implementierten Code zu testen (z.B. UnitTests). 4.2 Kennt geeignete Coderichtlinien und hält diese konsequent ein. 4.3 Kennt Best-Practices für funktionale Programmierung und kann diese anwenden.
450;Applikationen testen;Erstellt anhand einer Testbasis ein Testkonzept und leitet daraus Testfälle ab. Implementiert und dokumentiert diese, definiert Korrekturmassnahmen und überprüft Schnittstellen anhand von Sicherheitsvorgaben.;BFS;Appli;false;3;Q10;1 1.1 Kennt die notwendigen Inhalte eines Testkonzepts wie Testziele, Testobjekte, Testarten, Testinfrastruktur, Testorganisation,Testplan. 1.2 Kennt die Systemgrenzen zur Abgrenzung der im Testkonzept beschriebenen Umgebung. 1.3 Kennt Strategien zur Klassifizierung von Mängeln. 2 2.1 Kennt die wesentlichen Komponenten einer Testumgebung. 2.2 Kennt den Unterschied und die Gemeinsamkeiten einer Test- und Produktivumgebung. 3 3.1 Kennt Beispiele zu den verschiedenen Testarten. 3.2 Kennt den Einsatz verschiedener Testarten. 3.3 Kennt das V-Model und die Testpyramide beim Testing. 3.4 Kennt verschiedene Testmittel. 3.5 Kennt Möglichkeiten zum Umgang mit Abhängigkeiten (z.B. Interfaces, Injection, Mock, Spy, Stub, Dummy, Fake, Fixtures). 4 4.1 Kennt Ansätze zur statischen Überprüfung von Code und Anforderungen. 4.2 Kennt Clean Code Prinzipien (z.B. DRY, KISS, YAGNI Namensgebung, Modularisierung, SRP) zur Erstellung von testbarem Code und zur Vermeidung von viel Testcode (z.B. auf Userstory/Verhalten testen anstelle auf Implementationsdetails). 4.3 Kennt Codeverbesserungsmöglichkeiten, die innerhalb eines Code Reviews vorgeschlagen und umgesetzt werden können. 4.4 Kennt den Unterschied zwischen Testing und Qualitätssicherung. 5 5.1 Kennt den Aufbau eines Testfalls (z.B. Vorbedingung, Eingabewerte, Resultat, Nachbedingung, positiv- und negativ/Fehler-Test). 5.2 Kennt Kriterien, um einen Test wiederholbar zu machen (Retesting, Regression, Testdaten, Testbenutzer/Berechtigungen). 5.3 Kennt den Unterschied zwischen manuellen und automatisierten Tests. 6 6.1 Kennt Testframeworks, um automatisierte Tests zu definieren (Schritte Given/Arrange, When/Act, Then/Assert) und durchzuführen. 6.2 Kennt Methoden, um Testresultate nachvollziehbar zu dokumentieren (z.B. Traceability Tools). 6.3 Kennt die wesentlichen Inhalte eines Testprotokolls: Tester, Testobjekt, Testzeitpunkt, Testumgebung (z.B. Browser), Testresultat. Modulnummer 450 Titel Applikationen testen Kompetenz Erstellt anhand einer Testbasis ein Testkonzept und leitet daraus Testfälle ab. Implementiert und dokumentiert diese, definiert Korrekturmassnahmen und überprüft Schnittstellen anhand von Sicherheitsvorgaben. Handlungsziele und handlungsnotwendige Kenntnisse Handlungsnotwendige Kenntnisse © ICT-Berufsbildung Schweiz 20.09.2021 Seite 3 von 3 7 7.1 Kennt Debugging und dessen Anwendung. 7.2 Kennt den TDD Ansatz ausreichend, um ihn an einem einfachen Beispiel anzuwenden. 8 8.1 Kennt einfache Methoden zum Testen von Schnittstelle
306;Kleinprojekte im eigenen Berufsumfeld abwickeln;Wickelt Kleinprojekte im Team mit klar definierter Zielsetzung, Anforderungen, vorgegebenen Ressourcen und Terminen mit geeigneten Softwaretools ab.;BFS;Appli, Plattform, Mediamatik;false;3;Q11 - Q12;1 1.1 Kennt Merkmale eines Vorhabens, die dafürsprechen, dieses sinnvoll in Form eines Projektes abzuwickeln (Projektdefinition, Projektarten). 1.2 Kennt die wichtigsten Rahmenbedingungen und deren Einfluss, die hinsichtlich der zeitlichen Machbarkeit eines Auftrages zu berücksichtigen sind (z.B. Anzahl Mitarbeitende, Verfügbarkeit der Mitarbeitenden, Anzahl Arbeitstage bis zum Endtermin, Verfügbarkeit der notwendigen Sachmittel). 1.3 Kennt die wichtigsten Rahmenbedingungen und deren Einfluss, die hinsichtlich der inhaltlichen Machbarkeit eines Auftrages zu berücksichtigen sind (z.B. Kompetenzen der Mitarbeitenden, technologische Voraussetzungen). 2 2.1 Kennt die Analysemöglichkeiten anhand des Business Cases und Anwendungsbeispiele. 3 3.1 Kennt ein Vorgehensmodell zur Aufteilung eines Projektes in Phasen und deren systematische Abwicklung. 3.2 Kennt die Kriterien zur Wahl des effizientesten Vorgehensmodells (klassisch/agil). 3.3 Kennt Kriterien zur Bildung von Arbeitsaufträgen/Arbeitspaketen, die unter Berücksichtigung der Arbeitsteilung und Abwicklung in einem Projektteam parallel und sequentiell zu bearbeiten sind. 4 4.1 Kennt die Elemente und deren Bedeutung für eine vollständige Abwicklung eines Arbeitsauftrags (z.B. Zielsetzungen, Rahmenbedingungen, Termine, Ressourcen, Skills). 4.2 Kennt Methoden, um den Projektfortschritt zu überwachen. 5 5.1 Kennt die Bedeutung einer regelmässigen Berichterstattung an den Auftraggeber. 5.2 Kennt Aufbau, Inhalt und Darstellung eines Arbeitsfortschrittsberichts (z.B. Termine, Kosten, Qualität, Nachvollziehbarkeit). 6 6.1 Kennt Aufbau, Inhalt und formale Regeln, die bei der Dokumentation der Arbeitsergebnisse zu berücksichtigen sind. 7 7.1 Kennt Methoden zur Steuerung und Förderung der Zusammenarbeit (z.B. Abgrenzung der Aufträge, regelmässige Koordination, Feedback einholen/geben).
183;Applikationssicherheit implementieren;Applikationen sicher planen, entwickeln und in Betrieb nehmen.;BFS;Appli;false;3;Q11 - Q13;1 1.1 Kennt Informationsquellen zu aktuellen Bedrohungen. 1.2 Kennt Sicherheitslücken und mögliche Folgen von Angriffen. 2 2.1 Kennt mögliche Ursachen von Sicherheitslücken in Applikationen. 2.2 Kennt ein Vorgehen zur Identifikation von Sicherheitslücken in Applikationen. 2.3 Kennt geeignete Gegenmassnahmen zu den verschiedenen Kategorien von Bedrohungen und wie diese implementiert werden. 3 3.1 Kennt Authentifizierungsmechanismen und deren Funktionsweise. 3.2 Kennt Verschlüsselungsmechanismen und deren Einbindung in der Applikation. 3.3 Kennt verschiedene Verfahren zur Zugriffssteuerung. 4 4.1 Kennt sicherheitsrelevante Aspekte beim Entwurf von Applikationen. 4.2 Kennt Techniken bei der Realisierung zur Vermeidung von Sicherheitslücken (z.B. Input/ Output Validierung, Defensives Programmieren, Session-Management, Error Handling). 4.3 Kennt ein Vorgehen für das sichere Deployment von Applikationen. 5 5.1 Kennt Sinn, Aufbau und Inhalt eines Logs. 5.2 Kennt Sinn, Aufbau und Inhalt eines Audit-Trails. 5.3 Kennt mögliche Formen der Alarmierung und Regeln für eine Alarmauslösung
241;Innovative ICT-Lösungen initialisieren;Erarbeitet mögliche innovative Lösungsansätze für eine bestimmte Problemstellung einer Zielgruppe. Präsentiert diese anderen Fachpersonen in Form eines kurzen Pitch.;BFS;Appli, Plattform;false;4;Q13 - Q14;1 1.1 Kennt die Zusammenhänge zwischen Innovation und Wettbewerbsfähigkeit eines Unternehmens. 1.2 Kennt Umstände, welche Innovation in betrieblichen Strukturen ermöglichen oder behindern. 1.3 Kennt Beispiele wie auch Gründe von erfolgreichen und gescheiterten Innovationen des aktuellen Marktes. 1.4 Kennt zielführende Modelle, um innovative Ideen zu steuern. 2 2.1 Kennt Möglichkeiten, eine Problemstellung kurz und verständlich zu definieren. 2.2 Kennt Methoden, passend zur Problemstellung, um Personas und Zielgruppen zu definieren. 2.3 Kennt Erhebungsmethoden, um relevante Informationen einer Zielgruppe zu erhalten. 3 3.1 Kennt den Nutzen von Marktforschung. 3.2 Kennt den Unterschied primärer und sekundärer Marktforschung. 3.3 Kennt Methoden, um Informationen aus der Marktforschung auszuwerten und aussagekräftig darzustellen. 4 4.1 Kennt Methoden, um Lösungsvarianten zu bewerten. 4.2 Kennt Methoden, um das Risiko und das Potenzial abzuschätzen. 4.3 Kennt technische und betriebswirtschaftliche Faktoren, welche für die Wahl der Lösungsvariante relevant sind. 5 5.1 Kennt die essenziellen Inhalte eines Pitch und den Unterschied zu herkömmlichen Präsentationtechniken. 5.2 Kennt Hilfsmittel, um die Lösungsvariante mittels Pitch zu präsentieren. 5.3 Kennt die Bedeutung einer kurzen und prägnanten Präsentation.
324;DevOps-Prozesse mit Tools unterstützen;Setzt automatisierende Tools für die verschiedenen Prozesschritte der Applikationsentwicklung ein (“Continuous Intergation/Continuous Deploy;BFS;Appli;false;4;Q13 - Q14;1 1.1 Kennt den Nutzen bezüglich kontinuierlicher toolunterstützter Entwicklung und Wartung (z.B. MVP, Kundenfeedback, Kosten/Nutzen, Qualität, Risikoreduktion). 1.2 Kennt Vorgehensweisen zur Verwaltung von Anforderungen (z.B. Stories, Issues, Akzeptanzkriterien etc.). 1.3 Kennt Vorgehensweisen zur nachvollziehbaren Entwicklung im Team (z.B. Verknüpfung Commit mit Story, Pullrequest/PeerReview). 2 2.1 Kennt Möglichkeiten, um automatisierende Tools in der Entwicklungsumgebung zu nutzen (z.B. Linting, Build, Ausführen, Testen, Versionierung, Abhängigkeiten/Pakete). 3 3.1 Kennt Praktiken, um Sourcecode featurebasiert zu verwalten (z.B. GITWorkflow, semantic Versioning etc.). 3.2 Kennt Möglichkeiten, um benötigte und erstellte Artefakte/Binaries zu verwalten (z.B. Artefakt-Repository/Registry, Dependency-Management wie npm/maven etc.). 4 4.1 Kennt Möglichkeiten, um die Applikation und Komponenten automatisiert zu builden, auszuführen und zu testen (z.B. Build-Management wie gradle/npm, Container, Pipelines etc.). 5 5.1 Kennt Möglichkeiten, um die Applikation automatisiert zu deployen und konfigurieren (z.B. Infrastructure as Code, Scripting
321;Verteilte Systeme programmieren;Verteilte Systeme analysieren, verstehen, planen, erweitern und anwenden, sowie bestehende Applikationen in ein verteiltes System überführen.;BFS;Appli;false;4;Q15 - Q16;1 1.1 Kennt Begriffe, die im Bezug mit verteilten Systemen verwendet werden (z.B. Cloud-Native, Cloud-Functions, XaaS). 1.2 Kennt die Eigenschaften (z.B. Idempotenz/Retry, Resilience/design for failure, Transaktion/CQRS/EventSourcing) von verteilten Systemen (z.B. Rechnerverbund). 1.3 Kennt Systemarchitekturen zur Softwareentwicklung (z.B. Monolith, Microservices, Client-Server, Peer to Peer). 1.4 Kennt Vorgehensweisen, um Softwaresysteme zu migrieren (z.B. StranglerPattern, Big Bang). 2 2.1 Kennt Kategorien von Systemkomponenten (z.B. Identitätsverwaltung, Ereignisverwaltung, Monitoring, Datenhaltung, Lastenverteilung). 2.2 Kennt aktuelle Technologien für die jeweiligen Kategorien von Systemkomponenten (z.B. KeyCloak, RabbitMQ, LogStash, Prometheus, Redis, Minio, Traefik, Caddy). 2.3 Kennt Möglichkeiten, um verteilte Systeme lokal zu entwickeln und bestehende Systemkomponenten anzubinden. 3 3.1 Kennt die Anwendung des Pub-Sub-Patterns (z.B. Message-Broker wie RabbitMQ, Kafka und Protokolle wie AMQP, MQTT). 3.2 Kennt Hilfsmittel zum Serialisieren und Deserialisieren von Daten (z.B. JSON, XML, protobuf). 3.3 Kennt Protokolle (z.B. HTTP, TCP) zum Datenaustausch über wohl definierte Schnittstellen (z.B. REST, GraphQL, gRPC, WS, Gateway, Proxy). 3.4 Kennt Mechanismen für Authentifizierung und Autorisierung (z.B. OpenID, JWT, oAuth, ABAC/RBAC). 4 4.1 Kennt Werkzeuge, um Softwareanforderungen in einem verteilten System zu implementieren (z.B. Container und Virtualisierung, Clouddienste wie CloudFoundry, AWS). 4.2 Kennt Methoden zur horizontalen und vertikalen Skalierung von verteilten Systemkomponenten. 4.3 Kennt Mittel um einzelne Systemteile und verteilte Systeme, sowie deren Schnittstellen zu dokumentieren (z.B. OpenAPI, Pact, Pre-/Postcondition & Invariante). 4.4 Kennt Vorgehensweisen, um die Funktionstüchtigkeit von verteilten Systemen zu überprüfen (z.B. Health-Check, Situationsanalyse, automatisierte und manuelle Tests) und Fehler einzugrenzen.
245;Innovative ICT-Lösungen umsetzen;Realisiert auf der Basis eines erarbeiteten innovativen Lösungsansatzes einen Proof of Concept. Präsentiert diesen anderen Fachpersonen in Form eines kurzen Pitch.;BFS;Appli, Plattform;false;4;Q15 - Q16;1 1.1 Kennt Methoden zur Risikoidentifikation. 1.2 Kennt mindestens eine Methode, um Risiken zur technischen Machbarkeit zu beurteilen. 1.3 Kennt mindestens eine Methode, um Risiken zur technischen Machbarkeit zu minimieren. 2 2.1 Kennt die Unterschiede und den Einsatzzweck von Prototyp, Minimum Viable Product (MVP) und Proof of Concept (PoC) und kennt die Vor- und Nachteile. 2.2 Kennt Varianten, um einen Prototyp mit einfachen Mitteln zu erstellen. 2.3 Kennt die Bedeutung, die funktionalen Anforderungen zu prüfen. 3 3.1 Kennt die Bedeutung eines PoC. 3.2 Kennt die wesentlichen Inhalte eines PoC. 3.3 Kennt Vorgehensweisen, um eine PoC zu erstellen. 3.4 Kennt Vorgehensvarianten, welche auf einen PoC folgen können. 4 4.1 Kennt die Bedeutung der Resultate des PoC. Zum Beispiel betriebswirtschaftlicher Nutzen, Potential, gesellschaftliche Bedeutung, etc. und kann dies in einem Pitch einem Fachpublikum erklären. 4.2 Kennt die essenziellen Inhalte eines Pitch und den Unterschied zu herkömmlichen Präsentationtechniken. 4.3 Kennt Hilfsmittel, um den PoC mittels Pitch zu präsentieren. 4.4 Kennt die Bedeutung einer kurzen und prägnanten Präsentation.
